SyncFrame,Camera,Part,X,Y
16125,oppo2,右手首,1060.0,335.0
16125,oppo,右肘,617.0,448.5
16125,oppo2,右肘,1020.0,243.0
16125,oppo,右肩,663.0,415.5
16125,oppo2,右肩,1074.5,197.0
16125,oppo,右腰,680.0,532.0
16125,oppo2,右腰,1032.5,368.5
16125,oppo,右膝,733.5,673.0
16125,oppo2,右膝,1073.0,545.5
16125,oppo,右足首,727.5,771.5
16125,oppo2,右足首,1071.0,674.5
16125,oppo1,左手首,1046.5,417.0
16125,pixel,左手首,969.0,318.0
16125,oppo1,左肘,1121.0,432.5
16125,pixel,左肘,996.5,326.0
16125,oppo1,左肩,1112.5,362.0
16125,pixel,左肩,976.0,239.5
16125,oppo,左腰,743.5,547.0
16125,oppo1,左腰,1119.5,495.0
16125,pixel,左腰,1055.5,393.0
16125,oppo1,左膝,1126.0,657.5
16125,pixel,左膝,1134.0,598.5
16125,oppo1,左足首,1160.5,715.0
16125,pixel,左足首,1212.0,691.0
16126,oppo,右手首,637.0,505.0
16126,oppo2,右手首,1067.0,333.0
16126,oppo,右肘,623.0,448.5
16126,oppo2,右肘,1027.0,243.0
16126,oppo,右肩,668.0,415.5
16126,oppo2,右肩,1080.5,196.0
16126,oppo,右腰,686.0,533.0
16126,oppo1,右腰,1031.0,483.0
16126,oppo2,右腰,1040.5,367.5
16126,oppo,右膝,736.5,675.0
16126,oppo2,右膝,1079.0,546.5
16126,oppo,右足首,736.5,773.5
16126,oppo2,右足首,1081.0,672.5
16126,oppo1,左手首,1041.5,416.0
16126,pixel,左手首,962.0,316.0
16126,oppo1,左肘,1116.0,430.5
16126,pixel,左肘,987.5,325.0
16126,oppo1,左肩,1106.5,361.0
16126,pixel,左肩,967.0,237.5
16126,oppo,左腰,749.5,544.0
16126,oppo1,左腰,1114.5,494.0
16126,pixel,左腰,1046.5,392.0
16126,oppo1,左膝,1122.0,655.5
16126,pixel,左膝,1128.0,596.5
16126,oppo1,左足首,1158.5,713.0
16126,pixel,左足首,1208.0,687.0
16127,oppo,右手首,641.0,505.0
16127,oppo2,右手首,1075.0,334.0
16127,oppo,右肘,627.0,447.5
16127,oppo2,右肘,1034.0,244.0
16127,oppo,右肩,673.0,414.5
16127,oppo2,右肩,1086.5,194.0
16127,oppo,右腰,692.0,533.0
16127,oppo1,右腰,1026.0,483.0
16127,oppo2,右腰,1048.5,368.5
16127,oppo,右膝,740.5,678.0
16127,oppo2,右膝,1084.0,547.5
16127,oppo,右足首,743.5,775.5
16127,oppo2,右足首,1091.0,669.5
16127,oppo1,左手首,1035.5,416.0
16127,pixel,左手首,954.0,316.0
16127,oppo1,左肘,1112.0,431.5
16127,pixel,左肘,979.5,324.0
16127,oppo1,左肩,1101.5,359.0
16127,pixel,左肩,960.0,237.5
16127,oppo,左腰,754.5,544.0
16127,oppo1,左腰,1109.5,493.0
16127,pixel,左腰,1037.5,391.0
16127,oppo1,左膝,1118.0,656.5
16127,pixel,左膝,1121.0,594.5
16127,oppo1,左足首,1156.5,710.0
16127,pixel,左足首,1202.0,682.0
16128,oppo,右手首,645.0,506.0
16128,oppo2,右手首,1082.0,334.0
16128,oppo,右肘,631.0,448.5
16128,oppo2,右肘,1041.0,245.0
16128,oppo,右肩,676.0,414.5
16128,oppo2,右肩,1096.5,196.0
16128,oppo,右腰,698.0,534.0
16128,oppo1,右腰,1021.0,484.0
16128,oppo2,右腰,1055.5,368.5
16128,oppo,右膝,745.5,681.0
16128,oppo2,右膝,1088.0,549.5
16128,oppo,右足首,751.5,777.5
16128,oppo2,右足首,1099.0,667.5
16128,oppo1,左手首,1031.5,416.0
16128,pixel,左手首,945.0,316.0
16128,oppo1,左肘,1109.0,428.5
16128,pixel,左肘,970.5,324.0
16128,oppo1,左肩,1096.5,359.0
16128,pixel,左肩,951.0,236.5
16128,oppo,左腰,759.5,546.0
16128,oppo1,左腰,1103.5,493.0
16128,pixel,左腰,1027.5,391.0
16128,oppo1,左膝,1113.0,658.5
16128,pixel,左膝,1113.0,593.5
16128,oppo1,左足首,1153.5,707.0
16128,pixel,左足首,1196.0,678.0
16129,oppo,右手首,649.0,507.0
16129,oppo2,右手首,1090.0,335.0
16129,oppo,右肘,635.0,449.5
16129,oppo2,右肘,1049.0,246.0
16129,oppo,右肩,681.0,414.5
16129,oppo2,右肩,1103.5,197.0
16129,oppo,右腰,703.0,535.0
16129,oppo1,右腰,1015.0,485.0
16129,oppo2,右腰,1062.5,368.5
16129,oppo,右膝,748.5,683.0
16129,oppo2,右膝,1094.0,550.5
16129,oppo,右足首,758.5,778.5
16129,oppo2,右足首,1106.0,665.5
16129,oppo1,左手首,1026.5,417.0
16129,pixel,左手首,939.0,317.0
16129,oppo1,左肘,1104.0,427.5
16129,pixel,左肘,961.5,323.0
16129,oppo1,左肩,1090.5,358.0
16129,pixel,左肩,944.0,237.5
16129,oppo,左腰,764.5,547.0
16129,oppo1,左腰,1098.5,493.0
16129,pixel,左腰,1019.5,390.0
16129,oppo1,左膝,1109.0,658.5
16129,pixel,左膝,1105.0,592.5
16129,oppo1,左足首,1151.5,705.0
16129,pixel,左足首,1191.0,674.0
16130,oppo,右手首,655.0,508.0
16130,oppo2,右手首,1097.0,337.0
16130,oppo,右肘,640.0,450.5
16130,oppo2,右肘,1056.0,248.0
16130,oppo,右肩,682.0,415.5
16130,oppo2,右肩,1110.5,199.0
16130,oppo,右腰,708.0,537.0
16130,oppo1,右腰,1009.0,485.0
16130,oppo2,右腰,1071.5,369.5
16130,oppo,右膝,752.5,685.0
16130,oppo2,右膝,1098.0,552.5
16130,oppo,右足首,763.5,779.5
16130,oppo2,右足首,1113.0,663.5
16130,oppo1,左手首,1020.5,418.0
16130,pixel,左手首,932.0,318.0
16130,oppo1,左肘,1099.0,427.5
16130,pixel,左肘,954.5,322.0
16130,oppo1,左肩,1085.5,357.0
16130,pixel,左肩,936.0,237.5
16130,oppo,左腰,769.5,548.0
16130,oppo1,左腰,1093.5,493.0
16130,pixel,左腰,1010.5,390.0
16130,oppo1,左膝,1105.0,661.5
16130,pixel,左膝,1097.0,592.5
16130,oppo1,左足首,1148.5,703.0
16130,pixel,左足首,1186.0,671.0
16131,oppo,右手首,658.0,509.0
16131,oppo2,右手首,1105.0,339.0
16131,oppo,右肘,645.0,451.5
16131,oppo2,右肘,1064.0,251.0
16131,oppo,右肩,686.0,414.5
16131,oppo2,右肩,1117.5,202.0
16131,oppo,右腰,713.0,537.0
16131,oppo1,右腰,1004.0,486.0
16131,oppo2,右腰,1077.5,369.5
16131,oppo,右膝,758.5,689.0
16131,oppo2,右膝,1103.0,554.5
16131,oppo,右足首,768.5,781.5
16131,oppo2,右足首,1119.0,662.5
16131,oppo1,左手首,1015.5,420.0
16131,pixel,左手首,925.0,319.0
16131,oppo1,左肘,1095.0,426.5
16131,pixel,左肘,946.5,323.0
16131,oppo1,左肩,1080.5,354.0
16131,pixel,左肩,928.0,238.5
16131,oppo,左腰,774.5,548.0
16131,oppo1,左腰,1088.5,493.0
16131,pixel,左腰,1001.5,390.0
16131,oppo1,左膝,1100.0,663.5
16131,pixel,左膝,1088.0,592.5
16131,oppo1,左足首,1144.5,702.0
16131,pixel,左足首,1180.0,667.0
16132,oppo,右手首,664.0,511.0
16132,oppo2,右手首,1112.0,341.0
16132,oppo,右肘,649.0,452.5
16132,oppo2,右肘,1072.0,254.0
16132,oppo,右肩,692.0,416.5
16132,oppo2,右肩,1125.5,203.0
16132,oppo,右腰,718.0,538.0
16132,oppo1,右腰,998.0,486.0
16132,oppo2,右腰,1084.5,371.5
16132,oppo,右膝,761.5,692.0
16132,oppo2,右膝,1109.0,555.5
16132,oppo,右足首,773.5,782.5
16132,oppo2,右足首,1123.0,662.5
16132,oppo1,左手首,1011.5,423.0
16132,pixel,左手首,918.0,322.0
16132,oppo1,左肘,1091.0,426.5
16132,pixel,左肘,939.5,324.0
16132,oppo1,左肩,1075.5,356.0
16132,pixel,左肩,920.0,239.5
16132,oppo,左腰,779.5,549.0
16132,oppo1,左腰,1083.5,494.0
16132,pixel,左腰,993.5,391.0
16132,oppo1,左膝,1096.0,665.5
16132,pixel,左膝,1079.0,593.5
16132,oppo1,左足首,1140.5,699.0
16132,pixel,左足首,1175.0,664.0
16133,oppo,右手首,670.0,513.0
16133,oppo2,右手首,1120.0,344.0
16133,oppo,右肘,653.0,454.5
16133,oppo2,右肘,1080.0,258.0
16133,oppo,右肩,696.0,417.5
16133,oppo2,右肩,1131.5,206.0
16133,oppo,右腰,723.0,539.0
16133,oppo1,右腰,993.0,487.0
16133,oppo2,右腰,1091.5,371.5
16133,oppo,右膝,767.5,694.0
16133,oppo2,右膝,1114.0,556.5
16133,oppo,右足首,778.5,786.5
16133,oppo2,右足首,1127.0,662.5
16133,oppo1,左手首,1006.5,426.0
16133,pixel,左手首,911.0,326.0
16133,oppo1,左肘,1086.0,426.5
16133,pixel,左肘,931.5,324.0
16133,oppo1,左肩,1069.5,356.0
16133,pixel,左肩,914.0,240.5
16133,oppo,左腰,784.5,549.0
16133,oppo1,左腰,1077.5,495.0
16133,pixel,左腰,985.5,392.0
16133,oppo1,左膝,1091.0,668.5
16133,pixel,左膝,1069.0,595.5
16133,oppo1,左足首,1135.5,698.0
16133,pixel,左足首,1169.0,661.0
16134,oppo,右手首,675.0,516.0
16134,oppo2,右手首,1127.0,348.0
16134,oppo,右肘,658.0,458.5
16134,oppo2,右肘,1088.0,262.0
16134,oppo,右肩,702.0,420.5
16134,oppo2,右肩,1139.5,209.0
16134,oppo,右腰,728.0,541.0
16134,oppo1,右腰,987.0,488.0
16134,oppo2,右腰,1097.5,372.5
16134,oppo,右膝,771.5,696.0
16134,oppo2,右膝,1119.0,556.5
16134,oppo,右足首,781.5,788.5
16134,oppo2,右足首,1131.0,664.5
16134,oppo1,左手首,1001.5,429.0
16134,pixel,左手首,905.0,328.0
16134,oppo1,左肘,1082.0,426.5
16134,pixel,左肘,925.5,324.0
16134,oppo1,左肩,1064.0,356.5
16134,pixel,左肩,906.0,241.5
16134,oppo,左腰,790.5,546.0
16134,oppo1,左腰,1072.5,496.0
16134,pixel,左腰,977.5,393.0
16134,oppo1,左膝,1086.0,672.5
16134,pixel,左膝,1059.0,597.5
16134,oppo1,左足首,1131.5,697.0
16134,pixel,左足首,1162.0,659.0
16135,oppo,右手首,680.0,519.0
16135,oppo2,右手首,1136.0,351.0
16135,oppo,右肘,663.0,460.5
16135,oppo2,右肘,1097.0,267.0
16135,oppo,右肩,707.0,421.5
16135,oppo2,右肩,1145.5,212.0
16135,oppo,右腰,733.0,543.0
16135,oppo1,右腰,981.0,489.0
16135,oppo2,右腰,1104.5,374.5
16135,oppo,右膝,778.5,697.0
16135,oppo2,右膝,1124.0,556.5
16135,oppo,右足首,786.5,792.5
16135,oppo2,右足首,1134.0,666.5
16135,oppo1,左手首,996.5,432.0
16135,pixel,左手首,894.5,329.5
16135,oppo1,左肘,1077.0,426.5
16135,pixel,左肘,918.5,326.0
16135,oppo1,左肩,1060.5,355.0
16135,pixel,左肩,899.0,243.5
16135,oppo,左腰,795.5,546.0
16135,oppo1,左腰,1067.5,498.0
16135,pixel,左腰,969.5,395.0
16135,oppo1,左膝,1079.0,677.5
16135,pixel,左膝,1049.0,599.5
16135,oppo1,左足首,1126.5,696.0
16135,pixel,左足首,1155.0,656.0
16136,oppo,右手首,687.0,522.0
16136,oppo2,右手首,1143.0,354.0
16136,oppo,右肘,668.0,463.5
16136,oppo2,右肘,1106.0,271.0
16136,oppo,右肩,713.0,423.5
16136,oppo2,右肩,1153.5,215.0
16136,oppo,右腰,738.0,544.0
16136,oppo1,右腰,976.0,491.0
16136,oppo2,右腰,1110.5,376.5
16136,oppo,右膝,782.5,700.0
16136,oppo2,右膝,1129.0,557.5
16136,oppo,右足首,789.5,796.5
16136,oppo2,右足首,1136.0,669.5
16136,oppo1,左手首,992.5,435.0
16136,pixel,左手首,888.5,333.5
16136,oppo1,左肘,1074.0,427.5
16136,pixel,左肘,912.5,327.0
16136,oppo1,左肩,1053.5,359.0
16136,pixel,左肩,893.0,245.5
16136,oppo,左腰,800.5,546.0
16136,oppo1,左腰,1062.5,499.0
16136,pixel,左腰,961.5,397.0
16136,oppo1,左膝,1073.0,679.5
16136,pixel,左膝,1039.0,601.5
16136,oppo1,左足首,1117.5,701.5
16136,pixel,左足首,1148.0,654.0
16137,oppo,右手首,693.0,526.0
16137,oppo2,右手首,1151.0,358.0
16137,oppo,右肘,672.0,466.5
16137,oppo2,右肘,1114.0,276.0
16137,oppo,右肩,719.0,427.5
16137,oppo2,右肩,1160.5,220.0
16137,oppo,右腰,743.0,546.0
16137,oppo1,右腰,971.0,494.0
16137,oppo2,右腰,1116.5,378.5
16137,oppo,右膝,789.5,702.0
16137,oppo2,右膝,1134.0,557.5
16137,oppo,右足首,792.5,800.5
16137,oppo2,右足首,1138.0,671.5
16137,oppo1,左手首,988.5,440.0
16137,pixel,左手首,881.5,338.5
16137,oppo1,左肘,1069.0,428.5
16137,pixel,左肘,906.5,328.0
16137,oppo1,左肩,1047.5,360.0
16137,pixel,左肩,885.0,248.5
16137,oppo,左腰,805.5,548.0
16137,oppo1,左腰,1056.5,501.0
16137,pixel,左腰,953.5,399.0
16137,oppo1,左膝,1066.0,684.5
16137,pixel,左膝,1029.0,605.5
16137,oppo1,左足首,1112.5,701.5
16137,pixel,左足首,1139.0,651.0
16138,oppo,右手首,699.0,529.0
16138,oppo2,右手首,1158.0,362.0
16138,oppo,右肘,676.0,469.5
16138,oppo2,右肘,1123.0,282.0
16138,oppo,右肩,723.0,427.5
16138,oppo2,右肩,1167.5,223.0
16138,oppo,右腰,746.0,549.0
16138,oppo2,右腰,1122.5,380.5
16138,oppo,右膝,793.5,704.0
16138,oppo2,右膝,1140.0,558.5
16138,oppo,右足首,794.5,805.5
16138,oppo2,右足首,1138.0,676.5
16138,oppo1,左手首,984.5,444.0
16138,pixel,左手首,877.5,341.5
16138,oppo1,左肘,1064.0,429.5
16138,pixel,左肘,900.5,330.0
16138,oppo1,左肩,1042.5,358.0
16138,pixel,左肩,879.0,249.5
16138,oppo,左腰,809.5,549.0
16138,oppo1,左腰,1050.5,503.0
16138,pixel,左腰,946.5,402.0
16138,oppo1,左膝,1059.0,688.5
16138,pixel,左膝,1018.0,608.5
16138,oppo1,左足首,1106.5,700.5
16138,pixel,左足首,1130.0,649.0
16139,oppo,右手首,705.0,533.0
16139,oppo2,右手首,1166.0,366.0
16139,oppo,右肘,681.0,473.5
16139,oppo2,右肘,1131.0,287.0
16139,oppo,右肩,729.0,431.5
16139,oppo2,右肩,1174.5,226.0
16139,oppo,右腰,750.0,551.0
16139,oppo2,右腰,1127.5,383.5
16139,oppo,右膝,798.5,706.0
16139,oppo2,右膝,1146.0,559.5
16139,oppo,右足首,797.5,807.5
16139,oppo2,右足首,1136.0,679.5
16139,oppo1,左手首,980.5,449.0
16139,pixel,左手首,870.5,347.5
16139,oppo1,左肘,1062.0,430.5
16139,pixel,左肘,893.5,332.0
16139,oppo1,左肩,1037.5,361.0
16139,pixel,左肩,873.0,252.5
16139,oppo,左腰,814.5,555.0
16139,oppo1,左腰,1045.5,506.0
16139,pixel,左腰,938.5,404.0
16139,oppo1,左膝,1051.0,693.5
16139,pixel,左膝,1007.0,611.5
16139,oppo1,左足首,1100.5,701.5
16139,pixel,左足首,1120.0,647.0
16140,oppo,右手首,714.0,537.0
16140,oppo2,右手首,1173.0,370.0
16140,oppo,右肘,686.0,477.5
16140,oppo2,右肘,1140.0,293.0
16140,oppo,右肩,734.0,434.5
16140,oppo2,右肩,1180.5,230.0
16140,oppo,右腰,756.0,554.0
16140,oppo2,右腰,1134.5,386.5
16140,oppo,右膝,804.5,709.0
16140,oppo2,右膝,1151.0,561.5
16140,oppo,右足首,799.5,811.5
16140,oppo2,右足首,1133.0,682.5
16140,oppo1,左手首,977.5,455.0
16140,pixel,左手首,865.5,352.5
16140,oppo1,左肘,1058.0,433.5
16140,pixel,左肘,888.5,334.0
16140,oppo1,左肩,1032.5,365.0
16140,pixel,左肩,866.0,255.5
16140,oppo,左腰,818.5,559.0
16140,oppo1,左腰,1040.5,509.0
16140,pixel,左腰,931.5,407.0
16140,oppo1,左膝,1044.0,698.5
16140,pixel,左膝,995.0,615.5
16140,oppo1,左足首,1093.5,702.5
16140,pixel,左足首,1110.0,645.0
16141,oppo,右手首,721.0,540.0
16141,oppo2,右手首,1180.0,374.0
16141,oppo,右肘,691.0,481.5
16141,oppo2,右肘,1149.0,299.0
16141,oppo,右肩,739.0,437.5
16141,oppo2,右肩,1189.5,235.0
16141,oppo,右腰,761.0,557.0
16141,oppo2,右腰,1139.0,389.5
16141,oppo,右膝,808.5,713.0
16141,oppo2,右膝,1155.0,563.5
16141,oppo,右足首,801.5,813.5
16141,oppo2,右足首,1133.0,685.5
16141,oppo1,左手首,973.5,459.0
16141,pixel,左手首,859.5,358.5
16141,oppo1,左肘,1052.0,434.5
16141,pixel,左肘,882.5,336.0
16141,oppo1,左肩,1027.5,368.0
16141,pixel,左肩,860.0,258.5
16141,oppo,左腰,823.5,563.0
16141,oppo1,左腰,1035.5,512.0
16141,pixel,左腰,924.5,410.0
16141,oppo1,左膝,1035.0,702.5
16141,pixel,左膝,983.0,618.5
16141,oppo1,左足首,1087.5,702.5
16141,pixel,左足首,1100.0,644.0
16142,oppo,右手首,728.0,544.0
16142,oppo2,右手首,1188.0,378.0
16142,oppo,右肘,696.0,486.5
16142,oppo2,右肘,1158.0,305.0
16142,oppo,右肩,745.0,440.5
16142,oppo2,右肩,1195.5,239.0
16142,oppo,右腰,765.0,559.0
16142,oppo2,右腰,1144.0,392.5
16142,oppo,右膝,813.5,717.0
16142,oppo2,右膝,1159.0,565.5
16142,oppo,右足首,803.5,815.5
16142,oppo2,右足首,1133.0,686.5
16142,oppo1,左手首,970.5,464.0
16142,pixel,左手首,853.5,363.5
16142,oppo1,左肘,1049.0,436.5
16142,pixel,左肘,876.5,339.0
16142,oppo1,左肩,1021.5,370.0
16142,pixel,左肩,853.0,262.5
16142,oppo,左腰,827.5,565.0
16142,oppo1,左腰,1029.5,515.0
16142,pixel,左腰,916.5,414.0
16142,oppo1,左膝,1026.0,706.5
16142,pixel,左膝,972.0,622.5
16142,oppo1,左足首,1080.5,703.5
16142,pixel,左足首,1089.0,643.0
16143,oppo,右手首,737.0,548.0
16143,oppo2,右手首,1194.0,381.0
16143,oppo,右肘,701.0,489.5
16143,oppo2,右肘,1166.0,311.0
16143,oppo,右肩,750.0,445.0
16143,oppo2,右肩,1202.5,244.0
16143,oppo,右腰,769.0,562.0
16143,oppo2,右腰,1149.5,394.5
16143,oppo,右膝,818.5,721.0
16143,oppo2,右膝,1162.0,568.5
16143,oppo,右足首,805.5,816.5
16143,oppo2,右足首,1133.0,687.5
16143,oppo1,左手首,967.5,469.0
16143,pixel,左手首,848.5,369.5
16143,oppo1,左肘,1046.0,439.5
16143,pixel,左肘,872.5,341.0
16143,oppo1,左肩,1015.5,372.0
16143,pixel,左肩,847.0,266.5
16143,oppo,左腰,831.5,567.0
16143,oppo1,左腰,1025.5,518.0
16143,pixel,左腰,911.5,417.0
16143,oppo1,左膝,1016.0,710.5
16143,pixel,左膝,961.0,625.5
16143,oppo1,左足首,1071.5,703.5
16143,pixel,左足首,1078.0,642.0
16144,oppo,右手首,745.0,551.0
16144,oppo2,右手首,1202.0,385.0
16144,oppo,右肘,707.0,495.5
16144,oppo2,右肘,1175.0,316.0
16144,oppo,右肩,756.0,449.0
16144,oppo2,右肩,1212.0,253.5
16144,oppo,右腰,772.0,564.0
16144,oppo2,右腰,1154.5,396.5
16144,oppo,右膝,823.5,725.0
16144,oppo2,右膝,1164.5,570.5
16144,oppo,右足首,807.5,816.5
16144,oppo2,右足首,1133.0,686.5
16144,oppo1,左手首,964.5,474.0
16144,pixel,左手首,842.5,375.5
16144,oppo1,左肘,1043.0,439.5
16144,pixel,左肘,866.5,345.0
16144,oppo1,左肩,1010.5,376.0
16144,pixel,左肩,841.0,269.5
16144,oppo,左腰,835.5,570.0
16144,oppo1,左腰,1020.5,520.0
16144,pixel,左腰,903.5,421.0
16144,oppo1,左膝,1005.0,712.5
16144,pixel,左膝,950.0,627.5
16144,oppo1,左足首,1063.5,704.5
16144,pixel,左足首,1066.0,640.0
16145,oppo,右手首,754.0,553.0
16145,oppo2,右手首,1209.0,388.0
16145,oppo,右肘,713.0,498.5
16145,oppo2,右肘,1185.0,321.0
16145,oppo,右肩,760.0,452.0
16145,oppo2,右肩,1219.0,258.5
16145,oppo,右腰,777.0,565.0
16145,oppo2,右腰,1159.5,398.5
16145,oppo,右膝,830.0,726.5
16145,oppo2,右膝,1168.5,574.5
16145,oppo,右足首,808.5,817.5
16145,oppo2,右足首,1133.0,687.5
16145,oppo1,左手首,962.5,478.0
16145,pixel,左手首,838.5,380.5
16145,oppo1,左肘,1037.0,441.5
16145,pixel,左肘,861.5,348.0
16145,oppo1,左肩,1002.5,378.0
16145,pixel,左肩,833.0,275.5
16145,oppo,左腰,840.5,572.0
16145,oppo1,左腰,1015.5,522.0
16145,pixel,左腰,898.5,424.0
16145,oppo1,左膝,995.0,715.5
16145,pixel,左膝,938.0,630.5
16145,oppo1,左足首,1054.5,704.5
16145,pixel,左足首,1054.0,640.0
16146,oppo,右手首,763.0,556.0
16146,oppo2,右手首,1214.0,389.0
16146,oppo,右肘,720.0,502.5
16146,oppo2,右肘,1194.0,327.0
16146,oppo,右肩,770.0,456.0
16146,oppo2,右肩,1226.0,262.5
16146,oppo,右腰,781.0,567.0
16146,oppo1,右腰,922.5,511.0
16146,oppo2,右腰,1164.5,399.5
16146,oppo,右膝,835.0,729.5
16146,oppo2,右膝,1170.5,575.5
16146,oppo,右足首,808.5,817.5
16146,oppo2,右足首,1134.0,688.5
16146,oppo1,左手首,959.5,482.0
16146,pixel,左手首,833.5,385.5
16146,oppo1,左肘,1034.0,442.5
16146,pixel,左肘,856.5,350.0
16146,oppo1,左肩,996.5,381.0
16146,pixel,左肩,827.0,279.5
16146,oppo,左腰,845.5,573.0
16146,oppo1,左腰,1010.5,524.0
16146,pixel,左腰,892.5,428.0
16146,oppo1,左膝,984.0,718.5
16146,pixel,左膝,926.0,632.5
16146,oppo1,左足首,1046.5,707.5
16146,pixel,左足首,1042.0,639.0
16147,oppo,右手首,773.0,559.0
16147,oppo2,右手首,1222.0,391.0
16147,oppo,右肘,728.0,505.5
16147,oppo2,右肘,1203.0,331.0
16147,oppo,右肩,777.0,458.0
16147,oppo2,右肩,1231.0,265.5
16147,oppo1,右腰,917.5,513.0
16147,oppo2,右腰,1169.5,400.5
16147,oppo,右膝,840.0,731.5
16147,oppo2,右膝,1172.5,576.5
16147,oppo,右足首,810.5,818.5
16147,oppo2,右足首,1134.0,687.5
16147,oppo1,左手首,956.5,486.0
16147,pixel,左手首,827.5,391.5
16147,oppo1,左肘,1027.0,443.5
16147,pixel,左肘,851.5,353.0
16147,oppo1,左肩,990.5,383.0
16147,pixel,左肩,821.0,283.5
16147,oppo,左腰,848.5,574.0
16147,oppo1,左腰,1005.5,525.0
16147,pixel,左腰,886.5,431.0
16147,oppo1,左膝,974.0,718.5
16147,pixel,左膝,914.0,633.5
16147,oppo1,左足首,1035.5,708.5
16147,pixel,左足首,1028.0,638.0
16148,oppo,右手首,783.0,561.0
16148,oppo2,右手首,1228.0,391.0
16148,oppo,右肘,734.0,508.5
16148,oppo2,右肘,1212.0,335.0
16148,oppo,右肩,783.0,460.0
16148,oppo2,右肩,1236.0,268.5
16148,oppo1,右腰,911.5,514.0
16148,oppo2,右腰,1174.5,401.5
16148,oppo,右膝,845.0,734.5
16148,oppo2,右膝,1174.5,577.5
16148,oppo,右足首,809.5,819.5
16148,oppo2,右足首,1134.0,689.5
16148,oppo1,左手首,953.5,488.0
16148,pixel,左手首,823.5,395.5
16148,oppo1,左肘,1024.0,443.5
16148,pixel,左肘,847.5,355.0
16148,oppo1,左肩,986.5,384.0
16148,pixel,左肩,815.0,288.5
16148,oppo,左腰,854.5,575.0
16148,oppo1,左腰,999.5,527.0
16148,pixel,左腰,880.5,434.0
16148,oppo1,左膝,963.0,720.5
16148,pixel,左膝,902.0,633.5
16148,oppo1,左足首,1027.5,711.5
16148,pixel,左足首,1014.0,637.0
16149,oppo,右手首,794.0,562.0
16149,oppo2,右手首,1235.0,392.0
16149,oppo,右肘,742.0,511.5
16149,oppo2,右肘,1221.0,336.0
16149,oppo,右肩,791.0,459.0
16149,oppo2,右肩,1243.0,268.5
16149,oppo1,右腰,906.5,514.0
16149,oppo2,右腰,1179.5,401.5
16149,oppo,右膝,849.0,736.5
16149,oppo2,右膝,1175.5,579.5
16149,oppo,右足首,811.5,820.5
16149,oppo2,右足首,1134.0,689.5
16149,oppo1,左手首,950.5,489.0
16149,pixel,左手首,818.5,399.5
16149,oppo1,左肘,1020.0,442.5
16149,pixel,左肘,842.5,357.0
16149,oppo1,左肩,981.5,383.0
16149,pixel,左肩,809.0,292.5
16149,oppo,左腰,858.5,576.0
16149,oppo1,左腰,993.5,527.0
16149,pixel,左腰,874.5,435.0
16149,oppo1,左膝,952.0,719.5
16149,pixel,左膝,890.0,633.5
16149,oppo1,左足首,1017.5,713.5
16149,pixel,左足首,1000.0,637.0
16150,oppo,右手首,804.0,562.0
16150,oppo2,右手首,1241.0,391.0
16150,oppo,右肘,749.0,512.5
16150,oppo2,右肘,1229.0,338.0
16150,oppo,右肩,799.0,458.0
16150,oppo2,右肩,1249.0,267.5
16150,oppo1,右腰,901.5,515.0
16150,oppo2,右腰,1184.5,402.5
16150,oppo,右膝,851.0,737.5
16150,oppo2,右膝,1178.5,579.5
16150,oppo,右足首,810.5,820.5
16150,oppo2,右足首,1134.0,689.5
16150,oppo1,左手首,948.5,490.0
16150,pixel,左手首,813.5,403.5
16150,oppo1,左肘,1016.0,440.5
16150,pixel,左肘,837.5,357.0
16150,oppo1,左肩,978.5,384.0
16150,pixel,左肩,803.0,294.5
16150,oppo,左腰,863.5,576.0
16150,oppo1,左腰,988.5,526.0
16150,pixel,左腰,867.5,436.0
16150,oppo1,左膝,940.0,718.5
16150,pixel,左膝,879.0,631.5
16150,oppo1,左足首,1007.5,715.5
16150,pixel,左足首,986.0,637.0
16151,oppo,右手首,815.0,560.0
16151,oppo2,右手首,1246.0,387.0
16151,oppo,右肘,757.0,513.5
16151,oppo2,右肘,1237.0,339.0
16151,oppo,右肩,805.0,457.0
16151,oppo2,右肩,1255.0,266.5
16151,oppo1,右腰,895.5,515.0
16151,oppo2,右腰,1189.5,401.5
16151,oppo,右膝,853.0,740.5
16151,oppo2,右膝,1179.5,581.5
16151,oppo,右足首,811.5,820.5
16151,oppo2,右足首,1134.0,689.5
16151,oppo1,左手首,945.5,489.0
16151,pixel,左手首,808.5,405.5
16151,oppo1,左肘,1012.0,439.5
16151,pixel,左肘,833.5,357.0
16151,oppo1,左肩,973.5,381.0
16151,pixel,左肩,797.0,295.5
16151,oppo,左腰,868.5,575.0
16151,oppo1,左腰,982.5,525.0
16151,pixel,左腰,860.5,437.0
16151,oppo1,左膝,928.0,716.5
16151,pixel,左膝,866.0,630.5
16151,oppo1,左足首,997.5,718.5
16151,pixel,左足首,973.0,638.0
16152,oppo,右手首,825.0,558.0
16152,oppo2,右手首,1251.0,383.0
16152,oppo,右肘,765.0,513.5
16152,oppo2,右肘,1245.0,338.0
16152,oppo,右肩,813.0,456.0
16152,oppo2,右肩,1261.0,265.5
16152,oppo1,右腰,889.5,514.0
16152,oppo2,右腰,1195.5,401.5
16152,oppo,右膝,854.0,742.5
16152,oppo2,右膝,1182.5,582.5
16152,oppo,右足首,812.5,820.5
16152,oppo2,右足首,1134.0,689.5
